symbol,ensembl,chromosome,initPos,finalPos,idGene
SDHB,ENSG00000117118,1,17018722,17054032,
TNR,ENSG00000116147,1,175315194,175743616,
LBP,ENSG00000129988,20,38346482,38377013,
POLG2,ENSG00000256525,17,64477785,64497054,
LMNB1,ENSG00000113368,5,126776623,126837020,
VAC14,ENSG00000103043,16,70687439,70801160,
TRPV3,ENSG00000167723,17,3510502,3557995,
ALPK3,ENSG00000136383,15,84816680,84873482,
A2M,ENSG00000175899,12,9067664,9116229,
GLA,ENSG00000102393,X,101393273,101408012,
UBE2A,ENSG00000077721,X,119574536,119591083,
FGF14,ENSG00000102466,13,101710804,102402457,
DTNBP1,ENSG00000047579,6,15522801,15663058,
CHST3,ENSG00000122863,10,71964395,72013558,
PNPLA8,ENSG00000135241,7,108470417,108569666,
SCYL1,ENSG00000142186,11,65525077,65538704,
ANKRD26,ENSG00000107890,10,26991914,27100498,
PRSS3,ENSG00000010438,9,33750466,33799231,
XYLT2,ENSG00000015532,17,50346126,50363138,
SC5D,ENSG00000109929,11,121292681,121313410,
SMN2,ENSG00000277773,CHR_HSCHR5_2_CTG1_1,69673667,69702549,
DVL1,ENSG00000107404,1,1335276,1349418,
SEC24D,ENSG00000150961,4,118722823,118838683,
EPX,ENSG00000121053,17,58192726,58205174,
TPM3,ENSG00000143549,1,154155304,154194648,
INS,ENSG00000254647,11,2159779,2161341,
RFX5,ENSG00000143390,1,151340640,151347357,
NDUFA6,ENSG00000272765,CHR_HSCHR22_1_CTG1,42085525,42090955,
PHKA2,ENSG00000044446,X,18892298,18984114,
TMEM132E,ENSG00000181291,17,34579487,34639318,
HECW2,ENSG00000138411,2,196189099,196593684,
RAPGEF2,ENSG00000109756,4,159103013,159360174,
CNN1,ENSG00000130176,19,11538767,11550323,
LRP4,ENSG00000134569,11,46856717,46918642,
RFWD3,ENSG00000168411,16,74621399,74666877,
PRDM6,ENSG00000061455,5,123089241,123194266,
HOXA1,ENSG00000105991,7,27093313,27095996,
ZFP57,ENSG00000232099,CHR_HSCHR6_MHC_MANN_CTG1,29671913,29680622,
SLC25A22,ENSG00000177542,11,790475,798281,
ACAD9,ENSG00000177646,3,128879596,128916067,
SSR4,ENSG00000180879,X,153793516,153798499,
MYB,ENSG00000118513,6,135181308,135219173,
CFH,ENSG00000000971,1,196652043,196747504,
SERPINB7,ENSG00000166396,18,63752935,63805376,
HAL,ENSG00000084110,12,95972662,95996365,
EBF3,ENSG00000108001,10,129835283,129963841,
DCXR,ENSG00000169738,17,82035136,82037709,
CDC14A,ENSG00000079335,1,100345001,100520277,
GJA3,ENSG00000121743,13,20138255,20161052,
TCF20,ENSG00000280467,CHR_HSCHR22_4_CTG1,42147866,42343616,
ERBB3,ENSG00000065361,12,56076799,56103505,
PHKA1,ENSG00000067177,X,72578814,72714319,
HIVEP2,ENSG00000010818,6,142751469,142956698,
SH3GL1,ENSG00000141985,19,4360370,4400547,
CHRNE,ENSG00000108556,17,4897771,4934438,
SLC44A4,ENSG00000231479,CHR_HSCHR6_MHC_COX_CTG1,31850729,31866590,
CLCN2,ENSG00000114859,3,184346185,184361650,
NPRL3,ENSG00000103148,16,84271,138860,
GPC3,ENSG00000147257,X,133535745,133985594,
ARMC9,ENSG00000135931,2,231198546,231374837,
NGLY1,ENSG00000151092,3,25718944,25790039,
ABCG5,ENSG00000138075,2,43812472,43838865,
NOG,ENSG00000183691,17,56593699,56595611,
HEPACAM,ENSG00000165478,11,124919205,124936412,
JAK2,ENSG00000096968,9,4984390,5128183,
IER3,ENSG00000237155,CHR_HSCHR6_MHC_COX_CTG1,30733058,30734413,
ALDOA,ENSG00000149925,16,30064164,30070457,
SQSTM1,ENSG00000284099,CHR_HG30_PATCH,179821758,179838931,
BBS5,ENSG00000163093,2,169479480,169506655,
CENPE,ENSG00000138778,4,103105349,103198445,
MARVELD2,ENSG00000152939,5,69415065,69444330,
HLA-DPB1,ENSG00000229295,CHR_HSCHR6_MHC_MANN_CTG1,33230030,33241311,
RAPSN,ENSG00000165917,11,47437764,47449143,
TSEN54,ENSG00000182173,17,75516060,75524735,
CHRNB2,ENSG00000160716,1,154567778,154580013,
TAP1,ENSG00000224212,CHR_HSCHR6_MHC_DBB_CTG1,32823186,32831955,
TNFRSF4,ENSG00000186827,1,1211340,1214153,
AK3,ENSG00000147853,9,4709556,4742043,
GPD1,ENSG00000167588,12,50103982,50111313,
ARMC4,ENSG00000169126,10,27775186,27999079,
ZNF644,ENSG00000122482,1,90915298,91022272,
CDC40,ENSG00000168438,6,110180141,110254275,
MAPT,ENSG00000276155,CHR_HSCHR17_1_CTG5,46069784,46203150,
GALNT3,ENSG00000115339,2,165747588,165794659,
DMP1,ENSG00000152592,4,87650280,87664361,
KIR3DL1,ENSG00000167633,19,54816468,54830778,
ACHE,ENSG00000087085,7,100889994,100896974,
CHD3,ENSG00000170004,17,7884796,7912760,
PACS1,ENSG00000175115,11,66070272,66244744,
CHRNA1,ENSG00000138435,2,174747592,174787935,
DSTYK,ENSG00000133059,1,205142505,205211702,
CXCL1,ENSG00000163739,4,73869393,73871308,
TNF,ENSG00000204490,CHR_HSCHR6_MHC_COX_CTG1,31562973,31565742,
PRY,ENSG00000169789,Y,22490397,22514637,
AP3B2,ENSG00000103723,15,82659281,82709946,
FMO3,ENSG00000007933,1,171090901,171117819,
PSMB9,ENSG00000239836,CHR_HSCHR6_MHC_MANN_CTG1,32997896,33033347,
TAS2R1,ENSG00000169777,5,9628997,9712378,
DGCR2,ENSG00000070413,22,19036282,19122454,
CA3,ENSG00000164879,8,85373436,85449040,
RMND1,ENSG00000155906,6,151404762,151452158,
ANXA5,ENSG00000164111,4,121667946,121696995,
MASP1,ENSG00000127241,3,187217285,187292022,
SLC28A1,ENSG00000156222,15,84884654,84945798,
HELLS,ENSG00000119969,10,94501434,94613905,
BMS1,ENSG00000165733,10,42782795,42834937,
LSS,ENSG00000160285,21,46188141,46228824,
DNAH1,ENSG00000114841,3,52316319,52400491,
CSNK1D,ENSG00000141551,17,82239023,82273731,
DPY19L2,ENSG00000177990,12,63558913,63668939,
MOCS1,ENSG00000124615,6,39899578,39934551,
USP2,ENSG00000036672,11,119355215,119381711,
GIPR,ENSG00000010310,19,45668221,45683722,
TNF,ENSG00000230108,CHR_HSCHR6_MHC_SSTO_CTG1,31566312,31569081,
CDKN1C,ENSG00000129757,11,2883213,2885773,
GNAQ,ENSG00000156052,9,77716097,78031811,
ARID1B,ENSG00000049618,6,156776020,157210779,
SLC22A12,ENSG00000197891,11,64590641,64602353,
SLC10A2,ENSG00000125255,13,103043998,103066417,
TBCD,ENSG00000141556,17,82752065,82945914,
APOC2,ENSG00000234906,19,44945971,44949566,
NRAS,ENSG00000213281,1,114704469,114716771,
ICK,ENSG00000112144,6,53001279,53061802,
FTSJ1,ENSG00000068438,X,48476021,48486364,
IL21,ENSG00000138684,4,122610108,122621066,
KRT6B,ENSG00000185479,12,52446651,52452146,
CHD4,ENSG00000111642,12,6570082,6614524,
TBC1D20,ENSG00000125875,20,435480,462543,
FUS,ENSG00000089280,16,31180110,31194871,
UBAP1,ENSG00000165006,9,34179005,34252523,
MSN,ENSG00000147065,X,65588377,65741931,
PHKB,ENSG00000102893,16,47461123,47701523,
SSX2,ENSG00000241476,X,52696896,52707189,
ATXN1,ENSG00000124788,6,16299112,16761491,
GPI,ENSG00000105220,19,34359480,34402413,
SCARB1,ENSG00000073060,12,124776856,124882668,
PPP2CA,ENSG00000113575,5,134194332,134226073,
MEIOB,ENSG00000162039,16,1833987,1884294,
B3GALNT2,ENSG00000162885,1,235447190,235504452,
DONSON,ENSG00000159147,21,33559542,33588706,
TMEM240,ENSG00000205090,1,1534778,1540624,
CUBN,ENSG00000107611,10,16823966,17129811,
CRTAP,ENSG00000170275,3,33114014,33147773,
EGF,ENSG00000138798,4,109912883,110013766,
RERE,ENSG00000142599,1,8352397,8848921,
TAP1,ENSG00000206297,CHR_HSCHR6_MHC_QBL_CTG1,32773904,32782673,
DCDC2,ENSG00000146038,6,24171755,24358059,
SLC4A11,ENSG00000088836,20,3227417,3239559,
SCN1A,ENSG00000144285,2,165984641,166149214,
ACER3,ENSG00000078124,11,76860867,77026797,
CHRNA5,ENSG00000169684,15,78565520,78595269,
MMP9,ENSG00000100985,20,46008908,46016561,
CDC73,ENSG00000134371,1,193121958,193254815,
MVK,ENSG00000110921,12,109573255,109598125,
TK2,ENSG00000166548,16,66508003,66552544,
AKT3,ENSG00000117020,1,243488233,243851079,
HLA-B,ENSG00000228964,CHR_HSCHR6_MHC_SSTO_CTG1,31262912,31350932,
PCK1,ENSG00000124253,20,57561080,57568121,
RD3,ENSG00000198570,1,211476522,211492917,
POGLUT1,ENSG00000163389,3,119468963,119494708,
SCAPER,ENSG00000140386,15,76347904,76905444,
ABR,ENSG00000278741,CHR_HSCHR17_2_CTG2,1003519,1192547,
C9,ENSG00000113600,5,39284140,39424868,
COX14,ENSG00000178449,12,50112082,50120457,
CYP17A1,ENSG00000148795,10,102830531,102837472,
PTPRO,ENSG00000151490,12,15322508,15598331,
MTHFD1,ENSG00000100714,14,64388031,64463457,
PIGY,ENSG00000255072,4,88521573,88521789,
SAMD1,ENSG00000141858,19,14087851,14091036,
LIF,ENSG00000128342,22,30240453,30246759,
AP1S3,ENSG00000152056,2,223751686,223838027,
SETX,ENSG00000107290,9,132261356,132354986,
COL1A2,ENSG00000164692,7,94394895,94431227,
MCCC1,ENSG00000078070,3,183015218,183116075,
HBEGF,ENSG00000113070,5,140332843,140346603,
TGFBI,ENSG00000120708,5,136028988,136063818,
GLUD2,ENSG00000288118,CHR_HG439_PATCH,120966945,120969429,
BARD1,ENSG00000138376,2,214725646,214809683,
GHRH,ENSG00000118702,20,37251082,37261835,
NTRK2,ENSG00000148053,9,84668551,85027070,
KIR3DL1,ENSG00000284342,CHR_HSCHR19KIR_HG2396_CTG3_1,54802834,54817144,
DDX41,ENSG00000183258,5,177511577,177516961,
C1QBP,ENSG00000108561,17,5432777,5448830,
DAZL,ENSG00000092345,3,16586792,16670306,
MB,ENSG00000198125,22,35606764,35637951,
ITPR1,ENSG00000150995,3,4493345,4847840,
FERMT3,ENSG00000149781,11,64206678,64223886,
MOG,ENSG00000234623,CHR_HSCHR6_MHC_DBB_CTG1,29656933,29672325,
ATP8B1,ENSG00000081923,18,57646426,57803315,
FANCM,ENSG00000187790,14,45135930,45200890,
PADI6,ENSG00000276747,1,17372196,17401699,
GPT2,ENSG00000166123,16,46884362,46931289,
CA7,ENSG00000168748,16,66844414,66854153,
CLDN1,ENSG00000163347,3,190305707,190322446,
RPS15,ENSG00000115268,19,1438358,1440494,
GCGR,ENSG00000215644,17,81804132,81814008,
COL11A1,ENSG00000060718,1,102876467,103108872,
MSMB,ENSG00000263639,10,46033307,46048180,
NT5E,ENSG00000135318,6,85449584,85495791,
LRP8,ENSG00000157193,1,53242364,53328469,
ERCC8,ENSG00000049167,5,60873831,60945073,
SLC5A5,ENSG00000105641,19,17871945,17895174,
DLL3,ENSG00000090932,19,39498895,39508481,
CRYBB1,ENSG00000100122,22,26599278,26618027,
KRT2,ENSG00000172867,12,52644558,52652211,
MIR17,ENSG00000284536,13,91350605,91350688,
DMD,ENSG00000198947,X,31097677,33339441,
ROM1,ENSG00000149489,11,62611722,62615120,
SBDS,ENSG00000126524,7,66987680,66995587,
CFB,ENSG00000239754,CHR_HSCHR6_MHC_COX_CTG1,31933196,31939630,
PSMB8,ENSG00000204264,6,32840717,32844679,
CYP4F2,ENSG00000186115,19,15878023,15898077,
MRPS2,ENSG00000122140,9,135499984,135504673,
IFITM3,ENSG00000142089,11,319676,327537,
KRT17,ENSG00000128422,17,41619442,41624842,
ZMYND15,ENSG00000141497,17,4739833,4746119,
KCNK18,ENSG00000186795,10,117197489,117210299,
ADPRHL2,ENSG00000116863,1,36088892,36093932,
SSX1,ENSG00000126752,X,48255317,48267444,
INAVA,ENSG00000163362,1,200891048,200915742,
COL9A3,ENSG00000092758,20,62816244,62841159,
PDP1,ENSG00000164951,8,93857807,93926068,
SGCA,ENSG00000108823,17,50164214,50175928,
DOCK2,ENSG00000134516,5,169637268,170083382,
PRPF4,ENSG00000136875,9,113275343,113292905,
CD2AP,ENSG00000198087,6,47477789,47627263,
BBS10,ENSG00000179941,12,76344474,76348415,
UBA1,ENSG00000130985,X,47190861,47215128,
NPR2,ENSG00000159899,9,35792154,35809732,
HLA-DQA1,ENSG00000232062,CHR_HSCHR6_MHC_SSTO_CTG1,32730753,32736617,
ETFB,ENSG00000105379,19,51345169,51366418,
PYGL,ENSG00000100504,14,50857891,50944483,
SMAD3,ENSG00000166949,15,67063763,67195169,
GAS8,ENSG00000141013,16,90019629,90044975,
ALOX12B,ENSG00000179477,17,8072636,8087716,
SCO1,ENSG00000133028,17,10672474,10698375,
WDR66,ENSG00000158023,12,121918592,122003927,
PRSS2,ENSG00000282049,CHR_HSCHR7_2_CTG6,142832063,142835652,
TMEM165,ENSG00000134851,4,55395957,55453397,
OR2J3,ENSG00000206522,CHR_HSCHR6_MHC_QBL_CTG1,29111883,29112818,
ADAMTS2,ENSG00000087116,5,179110853,179345461,
SP1,ENSG00000185591,12,53380176,53416446,
CDC7,ENSG00000097046,1,91500851,91525764,
CDKN1B,ENSG00000111276,12,12715058,12722369,
HLA-A,ENSG00000223980,CHR_HSCHR6_MHC_SSTO_CTG1,29930538,29999232,
STAMBP,ENSG00000124356,2,73828916,73873659,
GPC4,ENSG00000076716,X,133300103,133415489,
MINPP1,ENSG00000107789,10,87504875,87553461,
TSEN34,ENSG00000274796,CHR_HSCHR19LRC_COX2_CTG3_1,54190866,54195141,
FGG,ENSG00000171557,4,154604134,154612967,
PRODH,ENSG00000100033,22,18912777,18936553,
TCHH,ENSG00000159450,1,152106317,152115454,
TRHR,ENSG00000174417,8,109086621,109119584,
SLC45A1,ENSG00000162426,1,8317826,8344167,
SLC6A3,ENSG00000142319,5,1392794,1445440,
CASP8,ENSG00000064012,2,201233443,201287711,
TBX1,ENSG00000184058,22,19756703,19783593,
CGB3,ENSG00000104827,19,49022869,49024333,
BBS4,ENSG00000140463,15,72686179,72738475,
PKP2,ENSG00000057294,12,32790745,32896840,
PRKRA,ENSG00000180228,2,178431414,178451512,
MYPN,ENSG00000138347,10,68106117,68212017,
ARID2,ENSG00000189079,12,45729706,45908040,
NEUROG3,ENSG00000122859,10,69571698,69573422,
TNNC1,ENSG00000114854,3,52451100,52454041,
ADCY6,ENSG00000174233,12,48766194,48789037,
UBTF,ENSG00000108312,17,44205033,44221626,
TRAIP,ENSG00000183763,3,49828601,49856574,
ADCY5,ENSG00000173175,3,123282296,123449758,
KCNK9,ENSG00000169427,8,139600838,139704109,
GATA1,ENSG00000102145,X,48786562,48794311,
PARN,ENSG00000274829,CHR_HSCHR16_1_CTG1,14435701,14632727,
RELT,ENSG00000054967,11,73376399,73397474,
KCNC3,ENSG00000131398,19,50311937,50333515,
RAI1,ENSG00000108557,17,17681458,17811453,
ATAD2B,ENSG00000119778,2,23748664,23927123,
SCN4A,ENSG00000007314,17,63938554,63972918,
HLA-A,ENSG00000224320,CHR_HSCHR6_MHC_COX_CTG1,29879141,29999464,
DPP6,ENSG00000130226,7,153887097,154894285,
TRPM6,ENSG00000119121,9,74722495,74888094,
VPS35,ENSG00000069329,16,46656132,46689518,
CFB,ENSG00000241253,CHR_HSCHR6_MHC_QBL_CTG1,31936032,31942466,
PGAM2,ENSG00000164708,7,44062727,44065567,
CNTNAP2,ENSG00000278728,CHR_HSCHR7_3_CTG6,148217288,148419466,
GDAP2,ENSG00000196505,1,117863485,117929621,
NSMCE3,ENSG00000282130,CHR_HSCHR15_4_CTG8,29409413,29411093,
COX15,ENSG00000014919,10,99711844,99732100,
RAN,ENSG00000132341,12,130872037,130877678,
CHM,ENSG00000188419,X,85861180,86047561,
PRSS2,ENSG00000275896,7,142760398,142774564,
PLCB4,ENSG00000101333,20,9068763,9481242,
PIP5K1C,ENSG00000186111,19,3630183,3700479,
PDE6C,ENSG00000095464,10,93612537,93666010,
FCGR2A,ENSG00000143226,1,161505430,161524013,
VAPB,ENSG00000124164,20,58389229,58451101,
MSH5,ENSG00000237333,CHR_HSCHR6_MHC_SSTO_CTG1,31730753,31755602,
PDE1C,ENSG00000154678,7,31751179,32428131,
KALRN,ENSG00000160145,3,124080023,124726325,
OMP,ENSG00000254550,11,77102840,77103331,
WIPI2,ENSG00000157954,7,5190196,5233840,
CTBP1,ENSG00000159692,4,1211448,1249953,
GPR17,ENSG00000144230,2,127645864,127652639,
PRPH,ENSG00000135406,12,49293252,49298686,
MCOLN1,ENSG00000090674,19,7522624,7534009,
RSPH9,ENSG00000172426,6,43645036,43672600,
SUOX,ENSG00000139531,12,55997180,56006641,
LAMC3,ENSG00000050555,9,131009174,131094473,
MRPS22,ENSG00000175110,3,139005806,139357223,
NUP133,ENSG00000069248,1,229440259,229508341,
PRPF8,ENSG00000274442,CHR_HSCHR17_1_CTG2,1650629,1684882,
FUT3,ENSG00000171124,19,5842888,5851474,
SLC1A1,ENSG00000106688,9,4490468,4587469,
HMX1,ENSG00000215612,4,8846076,8871839,
FZD6,ENSG00000164930,8,103298433,103332866,
PNPT1,ENSG00000138035,2,55634061,55693863,
GLRA1,ENSG00000145888,5,151822513,151924842,
FLVCR1,ENSG00000162769,1,212858275,212899363,
GDF1,ENSG00000130283,19,18868545,18896158,
HLA-DPB1,ENSG00000226826,CHR_HSCHR6_MHC_SSTO_CTG1,33216374,33227649,
NIPBL,ENSG00000164190,5,36876769,37066413,
DHFR,ENSG00000228716,5,80626226,80654983,
CDC6,ENSG00000094804,17,40287879,40304657,
FIG4,ENSG00000112367,6,109691312,109825428,
PIGS,ENSG00000087111,17,28553383,28571794,
OVOL2,ENSG00000125850,20,17956979,18059188,
MST1R,ENSG00000164078,3,49887002,49903873,
SLC25A24,ENSG00000085491,1,108134043,108200849,
SERPINC1,ENSG00000117601,1,173903804,173917378,
ICAM1,ENSG00000090339,19,10271093,10286615,
BLVRA,ENSG00000106605,7,43758680,43807342,
SLC17A3,ENSG00000124564,6,25833066,25882286,
NAA10,ENSG00000102030,X,153929225,153935080,
NEXMIF,ENSG00000050030,X,74732856,74925485,
ILDR1,ENSG00000145103,3,121987323,122022247,
GATA4,ENSG00000136574,8,11676959,11760002,
HOXA13,ENSG00000106031,7,27193503,27200091,
SLC34A1,ENSG00000131183,5,177379235,177398848,
B4GALNT1,ENSG00000135454,12,57623409,57633239,
PUF60,ENSG00000274081,CHR_HSCHR8_3_CTG7,143803351,143816310,
IRF2BP2,ENSG00000168264,1,234604269,234609525,
CD207,ENSG00000116031,2,70830211,70835816,
KRT6A,ENSG00000205420,12,52487176,52493257,
NFE2L2,ENSG00000116044,2,177227595,177392697,
VARS2,ENSG00000223494,CHR_HSCHR6_MHC_MANN_CTG1,30958848,30971104,
FLAD1,ENSG00000160688,1,154983338,154993111,
TRPV6,ENSG00000276971,CHR_HSCHR7_2_CTG6,142932365,142946922,
CTCF,ENSG00000102974,16,67562467,67639177,
COP1,ENSG00000143207,1,175944831,176207286,
SLC7A7,ENSG00000155465,14,22773222,22829820,
CHST1,ENSG00000175264,11,45647689,45665622,
SYP,ENSG00000102003,X,49187804,49200259,
C2,ENSG00000235696,CHR_HSCHR6_MHC_SSTO_CTG1,31912644,31938328,
ATP5F1D,ENSG00000099624,19,1241746,1244825,
ARMC2,ENSG00000118690,6,108848416,108974476,
RAG2,ENSG00000175097,11,36575574,36598279,
ZFP57,ENSG00000227858,CHR_HSCHR6_MHC_APD_CTG1,29672598,29673248,
TCF4,ENSG00000196628,18,55222185,55664787,
AHR,ENSG00000106546,7,16916359,17346152,
TDRD9,ENSG00000156414,14,103928456,104052667,
ADA,ENSG00000196839,20,44619522,44652233,
IFNL3,ENSG00000197110,19,39243553,39245129,
SETBP1,ENSG00000152217,18,44680173,45068510,
CLDN19,ENSG00000164007,1,42733093,42740254,
FAM92A,ENSG00000188343,8,93698561,93731527,
WWOX,ENSG00000186153,16,78099430,79212667,
NEK1,ENSG00000137601,4,169392857,169612629,
NEB,ENSG00000183091,2,151485336,151734487,
DRD4,ENSG00000276825,CHR_HSCHR11_1_CTG8,637525,640936,
CSF2RA,ENSG00000198223,X,1268800,1310381,
SIX6,ENSG00000184302,14,60509146,60512850,
NR1H4,ENSG00000012504,12,100473708,100564414,
PC,ENSG00000173599,11,66848417,66958386,
EIF4E,ENSG00000151247,4,98871684,98930637,
COG2,ENSG00000135775,1,230642481,230693982,
C1QTNF5,ENSG00000223953,11,119338942,119340940,
CD244,ENSG00000122223,1,160830160,160862887,
PSMB9,ENSG00000243958,CHR_HSCHR6_MHC_SSTO_CTG1,32934853,32970271,
OPN1SW,ENSG00000128617,7,128772491,128775790,
CALM2,ENSG00000143933,2,47160083,47176921,
CHRND,ENSG00000135902,2,232525993,232536667,
PDK3,ENSG00000067992,X,24465221,24550466,
TF,ENSG00000091513,3,133746040,133796641,
TDP2,ENSG00000111802,6,24649979,24666930,
COL5A1,ENSG00000130635,9,134641803,134844843,
ELP2,ENSG00000134759,18,36129444,36180557,
RNASEH1,ENSG00000171865,2,3541430,3558333,
CLDN14,ENSG00000159261,21,36460621,36576569,
GNE,ENSG00000159921,9,36214441,36277056,
ASPM,ENSG00000066279,1,197084127,197146694,
AMT,ENSG00000145020,3,49416778,49422685,
KNL1,ENSG00000137812,15,40594020,40664342,
MID2,ENSG00000080561,X,107825755,107927193,
NLRP3,ENSG00000162711,1,247416156,247449108,
ARHGDIA,ENSG00000141522,17,81867721,81871378,
HRG,ENSG00000113905,3,186660216,186678234,
TBX4,ENSG00000121075,17,61452404,61485110,
GPC6,ENSG00000183098,13,93226807,94408020,
NOTCH2,ENSG00000134250,1,119911553,120100779,
TTC7A,ENSG00000068724,2,46916157,47076137,
RPS15A,ENSG00000134419,16,18781295,18790383,
CCDC17,ENSG00000159588,1,45620044,45624057,
ZEB1,ENSG00000148516,10,31318495,31529814,
CILP,ENSG00000138615,15,65194760,65211473,
PEX13,ENSG00000162928,2,61017225,61051990,
MDC1,ENSG00000206481,CHR_HSCHR6_MHC_QBL_CTG1,30689327,30707408,
COX8A,ENSG00000176340,11,63974620,63976543,
ADAMTS1,ENSG00000154734,21,26835755,26845409,
ANKLE2,ENSG00000176915,12,132725503,132761832,
SLC25A2,ENSG00000120329,5,141302635,141304049,
PRX,ENSG00000105227,19,40393766,40414742,
KIF5A,ENSG00000155980,12,57550044,57586633,
ACO1,ENSG00000122729,9,32384603,32454769,
RASA1,ENSG00000145715,5,87267883,87391931,
PRG4,ENSG00000116690,1,186296279,186314562,
RAC2,ENSG00000128340,22,37225270,37244448,
TMEM67,ENSG00000164953,8,93754844,93819234,
USP27X,ENSG00000273820,X,49879484,49882558,
DTNB,ENSG00000138101,2,25377198,25673647,
SLC1A4,ENSG00000115902,2,64988477,65023865,
STAT4,ENSG00000138378,2,191029576,191151596,
SOX2,ENSG00000181449,3,181711925,181714436,
TRMT10C,ENSG00000174173,3,101561868,101566446,
EFEMP1,ENSG00000115380,2,55865967,55924139,
SNORD11,ENSG00000238317,2,202293051,202293134,
ACADVL,ENSG00000072778,17,7217125,7225266,
COL9A1,ENSG00000112280,6,70215061,70303083,
GPR179,ENSG00000277399,17,38325530,38343847,
PAFAH1B1,ENSG00000007168,17,2593210,2685615,
SLC11A2,ENSG00000110911,12,50979401,51028566,
MYORG,ENSG00000164976,9,34366666,34376898,
HLA-DPB1,ENSG00000230763,CHR_HSCHR6_MHC_MCF_CTG1,33109380,33120645,
BLNK,ENSG00000095585,10,96191702,96271587,
NAXD,ENSG00000213995,13,110615460,110639993,
CD4,ENSG00000010610,12,6786858,6820799,
TMEM216,ENSG00000187049,11,61392360,61398863,
F2R,ENSG00000181104,5,76716126,76735770,
SLC22A1,ENSG00000175003,6,160121815,160158718,
GLIS2,ENSG00000126603,16,4314761,4339597,
RPL4,ENSG00000174444,15,66498015,66524532,
TTBK2,ENSG00000128881,15,42738730,42920809,
RBM12,ENSG00000244462,20,35648925,35664956,
ATP2B2,ENSG00000157087,3,10324023,10708007,
CEACAM16,ENSG00000213892,19,44699151,44710718,
NT5C3A,ENSG00000122643,7,33014114,33062797,
MOCOS,ENSG00000075643,18,36187497,36272157,
TMEM43,ENSG00000170876,3,14124940,14143679,
CNNM4,ENSG00000158158,2,96760902,96811874,
HLA-DQA1,ENSG00000236418,CHR_HSCHR6_MHC_DBB_CTG1,32606510,32628863,
FBL,ENSG00000105202,19,39834458,39846379,
TELO2,ENSG00000100726,16,1493344,1510457,
TECRL,ENSG00000205678,4,64275257,64409468,
PTPRC,ENSG00000262418,CHR_HSCHR1_3_CTG31,198650158,198733963,
CTDP1,ENSG00000282752,CHR_HSCHR18_3_CTG2_1,79685555,79723770,
DDR2,ENSG00000162733,1,162631373,162787405,
LAMB3,ENSG00000196878,1,209614870,209652425,
C1GALT1,ENSG00000106392,7,7156934,7248616,
PHF6,ENSG00000156531,X,134373253,134428791,
