HPO,name,idSymptom
0001153,Septate vagina,
0001155,Abnormality of the hand,
0001156,Brachydactyly,
0001159,Syndactyly,
0001161,Hand polydactyly,
0001162,Postaxial hand polydactyly,
0001163,Abnormality of the metacarpal bones,
0001166,Arachnodactyly,
0001167,Abnormality of finger,
0001169,Broad palm,
0001171,Split hand,
0001172,Abnormal thumb morphology,
0001176,Large hands,
0001177,Preaxial hand polydactyly,
0001178,Ulnar claw,
0001180,Hand oligodactyly,
0001181,Adducted thumb,
0001182,Tapered finger,
0001187,Hyperextensibility of the finger joints,
0001188,Hand clenching,
0001191,Abnormality of the carpal bones,
0001193,Ulnar deviation of the hand or of fingers of the hand,
0001194,Abnormalities of placenta or umbilical cord,
0001195,Single umbilical artery,
0001196,Short umbilical cord,
0001197,Abnormality of prenatal development or birth,
0001199,Triphalangeal thumb,
0001204,Distal symphalangism of hands,
0001211,Abnormal fingertip morphology,
0001212,Prominent fingertip pads,
0001215,Camptodactyly of 2nd-5th fingers,
0001216,Delayed ossification of carpal bones,
0001217,Clubbing,
0001218,Autoamputation,
0001220,Interphalangeal joint contracture of finger,
0001222,Spatulate thumbs,
0001223,Pointed proximal second through fifth metacarpals,
0001225,Wrist swelling,
0001226,obsolete Acral ulceration and osteomyelitis leading to autoamputation of digits,
0001227,Abnormality of the thenar eminence,
0001230,Broad metacarpals,
0001231,Abnormal fingernail morphology,
0001232,Nail bed telangiectasia,
0001233,2-3 finger syndactyly,
0001234,Hitchhiker thumb,
0001238,Slender finger,
0001239,Wrist flexion contracture,
0001241,Capitate-hamate fusion,
0001245,Small thenar eminence,
0001248,Short tubular bones of the hand,
0001249,Intellectual disability,
0001250,Seizures,
0001251,Ataxia,
0001252,Muscular hypotonia,
0001254,Lethargy,
0001256,"Intellectual disability, mild",
0001257,Spasticity,
0001258,Spastic paraplegia,
0001259,Coma,
0001260,Dysarthria,
0001262,Excessive daytime somnolence,
0001263,Global developmental delay,
0001264,Spastic diplegia,
0001265,Hyporeflexia,
0001266,Choreoathetosis,
0001268,Mental deterioration,
0001269,Hemiparesis,
0001270,Motor delay,
0001271,Polyneuropathy,
0001272,Cerebellar atrophy,
0001273,Abnormal corpus callosum morphology,
0001274,Agenesis of corpus callosum,
0001276,Hypertonia,
0001278,Orthostatic hypotension,
0001279,Syncope,
0001281,Tetany,
0001283,Bulbar palsy,
0001284,Areflexia,
0001285,Spastic tetraparesis,
0001287,Meningitis,
0001288,Gait disturbance,
0001289,Confusion,
0001290,Generalized hypotonia,
0001291,Abnormal cranial nerve morphology,
0001293,Cranial nerve compression,
0001297,Stroke,
0001298,Encephalopathy,
0001300,Parkinsonism,
0001301,Chronic sensorineural polyneuropathy,
0001302,Pachygyria,
0001304,Torsion dystonia,
0001305,Dandy-Walker malformation,
0001308,Tongue fasciculations,
0001310,Dysmetria,
0001311,Abnormal nervous system electrophysiology,
0001312,Giant somatosensory evoked potentials,
0001315,Reduced tendon reflexes,
0001317,Abnormal cerebellum morphology,
0001319,Neonatal hypotonia,
0001320,Cerebellar vermis hypoplasia,
0001321,Cerebellar hypoplasia,
0001322,obsolete Brain very small,
0001324,Muscle weakness,
0001325,Hypoglycemic coma,
0001326,EEG with irregular generalized spike and wave complexes,
0001327,Photomyoclonic seizures,
0001328,Specific learning disability,
0001331,Absent septum pellucidum,
0001332,Dystonia,
0001334,Communicating hydrocephalus,
0001335,Bimanual synkinesia,
0001336,Myoclonus,
0001337,Tremor,
0001338,Partial agenesis of the corpus callosum,
0001339,Lissencephaly,
0001340,Enhancement of the C-reflex,
0001341,Olfactory lobe agenesis,
0001342,Cerebral hemorrhage,
0001343,Kernicterus,
0001344,Absent speech,
0001345,Psychotic mentation,
0001347,Hyperreflexia,
0001348,Brisk reflexes,
0001349,Facial diplegia,
0001350,Slurred speech,
0001351,Jerk-locked premyoclonus spikes,
0001355,Megalencephaly,
0001357,Plagiocephaly,
0001360,Holoprosencephaly,
0001361,Nystagmus-induced head nodding,
0001362,Calvarial skull defect,
0001363,Craniosynostosis,
0001367,Abnormal joint morphology,
0001369,Arthritis,
0001370,Rheumatoid arthritis,
0001371,Flexion contracture,
0001373,Joint dislocation,
0001374,Congenital hip dislocation,
0001376,Limitation of joint mobility,
0001377,Limited elbow extension,
0001379,obsolete Degenerative joint disease,
0001380,obsolete Ligamentous laxity,
0001382,Joint hypermobility,
0001384,Abnormality of the hip joint,
0001385,Hip dysplasia,
0001386,Joint swelling,
0001387,Joint stiffness,
0001388,Joint laxity,
0001392,Abnormality of the liver,
0001394,Cirrhosis,
0001395,Hepatic fibrosis,
0001396,Cholestasis,
0001397,Hepatic steatosis,
0001399,Hepatic failure,
0001400,obsolete Hepatic abscesses due to immunodeficiency,
0001401,Intrahepatic biliary dysgenesis,
0001402,Hepatocellular carcinoma,
0001403,Macrovesicular hepatic steatosis,
0001404,Hepatocellular necrosis,
0001405,Periportal fibrosis,
0001406,Intrahepatic cholestasis,
0001407,Hepatic cysts,
0001408,Bile duct proliferation,
0001409,Portal hypertension,
0001410,Decreased liver function,
0001412,Enteroviral hepatitis,
0001413,Micronodular cirrhosis,
0001414,Microvesicular hepatic steatosis,
0001417,X-linked inheritance,
0001419,X-linked recessive inheritance,
0001421,Abnormality of the musculature of the hand,
0001423,X-linked dominant inheritance,
0001425,Heterogeneous,
0001426,Multifactorial inheritance,
0001427,Mitochondrial inheritance,
0001428,Somatic mutation,
0001430,Abnormality of the calf musculature,
0001433,Hepatosplenomegaly,
0001435,Abnormality of the shoulder girdle musculature,
0001436,Abnormality of the foot musculature,
0001437,Abnormality of the musculature of the lower limbs,
0001438,Abnormality of abdomen morphology,
0001440,Metatarsal synostosis,
0001441,Abnormality of the musculature of the thigh,
0001442,Somatic mosaicism,
0001443,Abnormality of the gluteal musculature,
0001444,Autosomal dominant somatic cell mutation,
0001445,Abnormality of the hip-girdle musculature,
0001446,Abnormality of the musculature of the upper limbs,
0001449,Duplication of metatarsal bones,
0001450,Y-linked inheritance,
0001452,Autosomal dominant contiguous gene syndrome,
0001454,Abnormality of the upper arm,
0001457,Abnormality of the musculature of the upper arm,
0001459,1-3 toe syndactyly,
0001460,Aplasia/Hypoplasia involving the skeletal musculature,
0001464,Aplasia/Hypoplasia involving the shoulder musculature,
0001465,Amyotrophy involving the shoulder musculature,
0001466,Contiguous gene syndrome,
0001467,Aplasia/Hypoplasia involving the musculature of the upper limbs,
0001468,Aplasia/Hypoplasia involving the musculature of the upper arm,
0001469,Abnormal morphology of the pelvis musculature,
0001470,Sex-limited autosomal dominant,
0001471,Aplasia/Hypoplasia of the musculature of the pelvis,
0001472,obsolete Familial predisposition,
0001473,Metatarsal osteolysis,
0001474,Sclerotic scapulae,
0001475,Male-limited autosomal dominant,
0001476,Delayed closure of the anterior fontanelle,
0001477,Compensatory chin elevation,
0001480,Freckling,
0001482,Subcutaneous nodule,
0001483,Eye poking,
0001487,obsolete Hypopigmented fundi,
0001488,Bilateral ptosis,
0001489,Posterior vitreous detachment,
0001491,Congenital fibrosis of extraocular muscles,
0001492,Axenfeld anomaly,
0001493,Falciform retinal fold,
0001495,Carpal osteolysis,
0001498,Carpal bone hypoplasia,
0001500,Broad finger,
0001501,6 metacarpals,
0001504,Metacarpal osteolysis,
0001507,Growth abnormality,
0001508,Failure to thrive,
0001510,Growth delay,
0001511,Intrauterine growth retardation,
0001513,Obesity,
0001518,Small for gestational age,
0001519,Disproportionate tall stature,
0001520,Large for gestational age,
0001522,Death in infancy,
0001525,Severe failure to thrive,
0001528,Hemihypertrophy,
0001530,Mild postnatal growth retardation,
0001531,Failure to thrive in infancy,
0001533,Slender build,
0001537,Umbilical hernia,
0001538,Protuberant abdomen,
0001539,Omphalocele,
0001540,Diastasis recti,
0001541,Ascites,
0001543,Gastroschisis,
0001544,Prominent umbilicus,
0001545,Anteriorly placed anus,
0001547,Abnormality of the rib cage,
0001548,Overgrowth,
0001549,Abnormal ileum morphology,
0001551,Abnormal umbilicus morphology,
0001552,Barrel-shaped chest,
0001555,Asymmetry of the thorax,
0001557,Prenatal movement abnormality,
0001558,Decreased fetal movement,
0001560,Abnormality of the amniotic fluid,
0001561,Polyhydramnios,
0001562,Oligohydramnios,
0001563,Fetal polyuria,
0001566,Widely-spaced maxillary central incisors,
0001571,Multiple impacted teeth,
0001572,Macrodontia,
0001574,Abnormality of the integument,
0001575,Mood changes,
0001579,Primary hypercortisolism,
0001580,Pigmented micronodular adrenocortical disease,
0001581,Recurrent skin infections,
0001582,Redundant skin,
0001583,Rotary nystagmus,
0001586,Vesicovaginal fistula,
0001587,obsolete Primary ovarian failure,
0001591,Bell-shaped thorax,
0001592,Selective tooth agenesis,
0001593,Maxillary lateral incisor microdontia,
0001595,Abnormal hair morphology,
0001596,Alopecia,
0001597,Abnormality of the nail,
0001598,Concave nail,
0001600,Abnormality of the larynx,
0001601,Laryngomalacia,
0001602,Laryngeal stenosis,
0001604,Vocal cord paresis,
0001605,Vocal cord paralysis,
0001606,obsolete Vocal cord paralysis (caused by tumor impingement),
0001607,Subglottic stenosis,
0001608,Abnormality of the voice,
0001609,Hoarse voice,
0001611,Nasal speech,
0001612,Weak cry,
0001613,obsolete Hoarse voice (caused by tumor impingement),
0001615,Hoarse cry,
0001618,Dysphonia,
0001620,High pitched voice,
0001621,Weak voice,
0001622,Premature birth,
0001623,Breech presentation,
0001626,Abnormality of the cardiovascular system,
0001627,Abnormal heart morphology,
0001629,Ventricular septal defect,
0001631,Atrial septal defect,
0001633,Abnormal mitral valve morphology,
0001634,Mitral valve prolapse,
0001635,Congestive heart failure,
0001636,Tetralogy of Fallot,
0001637,Abnormal myocardium morphology,
0001638,Cardiomyopathy,
0001639,Hypertrophic cardiomyopathy,
0001640,Cardiomegaly,
0001641,Abnormal pulmonary valve morphology,
0001642,Pulmonic stenosis,
0001643,Patent ductus arteriosus,
0001644,Dilated cardiomyopathy,
0001645,Sudden cardiac death,
0001646,Abnormal aortic valve morphology,
0001647,Bicuspid aortic valve,
0001648,Cor pulmonale,
0001649,Tachycardia,
0001650,Aortic valve stenosis,
0001651,Dextrocardia,
0001653,Mitral regurgitation,
0001654,Abnormal heart valve morphology,
0001655,Patent foramen ovale,
0001657,Prolonged QT interval,
0001658,Myocardial infarction,
0001659,Aortic regurgitation,
0001660,Truncus arteriosus,
0001662,Bradycardia,
0001663,Ventricular fibrillation,
0001664,Torsade de pointes,
0001667,Right ventricular hypertrophy,
0001669,Transposition of the great arteries,
0001670,Asymmetric septal hypertrophy,
0001671,Abnormal cardiac septum morphology,
0001673,obsolete Tachycardia (with pheochromocytoma),
0001674,Complete atrioventricular canal defect,
0001675,obsolete Rhythm disturbances associated with pheochromocytoma,
0001676,obsolete Palpitations (with pheochromocytoma),
0001677,Coronary artery atherosclerosis,
0001678,Atrioventricular block,
0001679,Abnormal aortic morphology,
0001680,Coarctation of aorta,
0001681,Angina pectoris,
0001682,Subvalvular aortic stenosis,
0001683,Ectopia cordis,
0001684,Secundum atrial septal defect,
0001685,Myocardial fibrosis,
0001686,Loss of voice,
0001688,Sinus bradycardia,
0001691,Muscular subvalvular aortic stenosis,
0001692,Atrial arrhythmia,
0001693,Cardiac shunt,
0001694,Right-to-left shunt,
0001695,Cardiac arrest,
0001696,Situs inversus totalis,
0001697,Abnormal pericardium morphology,
0001698,Pericardial effusion,
0001699,Sudden death,
0001700,Myocardial necrosis,
0001701,Pericarditis,
0001702,Abnormal tricuspid valve morphology,
0001704,Tricuspid valve prolapse,
0001705,Right ventricular outlet tract obstruction,
0001706,Endocardial fibroelastosis,
0001707,Abnormal right ventricle morphology,
0001708,Right ventricular failure,
0001709,Third degree atrioventricular block,
0001710,Conotruncal defect,
0001711,Abnormal left ventricle morphology,
0001712,Left ventricular hypertrophy,
0001713,Abnormal cardiac ventricle morphology,
0001714,Ventricular hypertrophy,
0001716,Wolff-Parkinson-White syndrome,
0001717,Coronary artery calcification,
0001718,Mitral stenosis,
0001719,Double outlet right ventricle,
0001722,High-output congestive heart failure,
0001723,Restrictive cardiomyopathy,
0001724,obsolete Aortic dilatation,
0001726,obsolete Increased prevalence of valvular disease,
0001727,Thromboembolic stroke,
0001730,Progressive hearing impairment,
0001732,Abnormality of the pancreas,
0001733,Pancreatitis,
0001734,Annular pancreas,
0001735,Acute pancreatitis,
0001737,Pancreatic cysts,
0001738,Exocrine pancreatic insufficiency,
0001739,Abnormality of the nasopharynx,
0001741,Phimosis,
0001742,Nasal obstruction,
0001743,Abnormality of the spleen,
0001744,Splenomegaly,
0001746,Asplenia,
0001747,Accessory spleen,
0001748,Polysplenia,
0001750,Single ventricle,
0001751,Vestibular dysfunction,
0001756,Vestibular hypofunction,
0001757,High-frequency sensorineural hearing impairment,
0001760,Abnormality of the foot,
0001761,Pes cavus,
0001762,Talipes equinovarus,
0001763,Pes planus,
0001765,Hammertoe,
0001769,Broad foot,
0001770,Toe syndactyly,
0001771,Achilles tendon contracture,
0001772,Talipes equinovalgus,
0001773,Short foot,
0001775,Tarsal osteovalgus,
0001776,Bilateral talipes equinovarus,
0001780,Abnormality of toe,
0001782,Bulbous tips of toes,
0001783,Broad metatarsal,
0001785,Ankle swelling,
0001786,Narrow foot,
0001787,Abnormal delivery,
0001788,Premature rupture of membranes,
0001789,Hydrops fetalis,
0001790,Nonimmune hydrops fetalis,
0001791,Fetal ascites,
0001792,Small nail,
0001795,Hyperconvex nail,
0001798,Anonychia,
0001799,Short nail,
0001800,Hypoplastic toenails,
0001802,Absent toenail,
0001803,Nail pits,
0001804,Hypoplastic fingernail,
0001805,Onychogryposis,
0001806,Onycholysis,
0001807,Ridged nail,
0001808,Fragile nails,
0001809,Split nail,
0001810,Dystrophic toenail,
0001812,Hyperconvex fingernails,
0001814,Deep-set nails,
0001816,Thin nail,
0001817,Absent fingernail,
0001818,Paronychia,
0001820,Leukonychia,
0001821,Broad nail,
0001822,Hallux valgus,
0001824,Weight loss,
0001827,Genital tract atresia,
0001829,Foot polydactyly,
0001830,Postaxial foot polydactyly,
0001831,Short toe,
0001832,Abnormal metatarsal morphology,
0001833,Long foot,
0001836,Camptodactyly of toe,
0001837,Broad toe,
0001838,Rocker bottom foot,
0001839,Split foot,
0001840,Metatarsus adductus,
0001841,Preaxial foot polydactyly,
0001842,Foot acroosteolysis,
0001844,Abnormality of the hallux,
0001845,Overlapping toe,
0001847,Long hallux,
0001848,Calcaneovalgus deformity,
0001849,Foot oligodactyly,
0001850,Abnormality of the tarsal bones,
0001852,Sandal gap,
0001853,Bifid distal phalanx of toe,
0001854,Podagra,
0001857,Short distal phalanx of toe,
0001859,Distal foot symphalangism,
0001862,obsolete Acral ulceration and osteomyelitis leading to autoamputation of the digits (feet),
0001863,Toe clinodactyly,
0001864,Clinodactyly of the 5th toe,
0001868,Autoamputation of foot,
0001869,Deep plantar creases,
0001870,Acroosteolysis of distal phalanges (feet),
0001871,Abnormality of blood and blood-forming tissues,
0001872,Abnormal thrombocyte morphology,
0001873,Thrombocytopenia,
0001874,Abnormality of neutrophils,
