name,DOID,ai
ataxic cerebral palsy,0050670,
female breast cancer,0050671,
dyskinetic cerebral palsy,0050672,
mixed cerebral palsy,0050673,
congenital bile acid synthesis defect,0050674,
Birk-Barel syndrome,0050675,
Birt-Hogg-Dube syndrome,0050676,
Bjornstad syndrome,0050677,
Blau syndrome,0050678,
blue cone monochromacy,0050679,
Boomerang dysplasia,0050680,
Borjeson-Forssman-Lehmann syndrome,0050681,
Athabaskan brainstem dysgenesis syndrome,0050682,
Bothnia retinal dystrophy,0050683,
Bowen-Conradi syndrome,0050684,
small cell carcinoma,0050685,
organ system cancer,0050686,
cell type cancer,0050687,
anal canal cancer,0050688,
brachydactyly-syndactyly syndrome,0050689,
brachyolmia,0050690,
branchiooculofacial syndrome,0050691,
Brody myopathy,0050692,
Brooke-Spiegler syndrome,0050693,
Brown-Vialetto-Van Laere syndrome,0050694,
malignant pleural solitary fibrous tumor,0050695,
fetal alcohol spectrum disorder,0050696,
chorioamnionitis,0050697,
funisitis,0050698,
Dent disease,0050699,
cardiomyopathy,0050700,
electroclinical syndrome,0050701,
neonatal period electroclinical syndrome,0050702,
infancy electroclinical syndrome,0050703,
childhood electroclinical syndrome,0050704,
adolescence-adult electroclinical syndrome,0050705,
variable age at onset electroclinical syndrome,0050706,
obsolete nonsyndromic epilepsy,0050707,
early onset absence epilepsy,0050708,
early infantile epileptic encephalopathy,0050709,
3-Methylcrotonyl-CoA carboxylase deficiency,0050710,
aceruloplasminemia,0050711,
AGAT deficiency,0050712,
fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency,0050713,
methylmalonic aciduria and homocystinuria type cblC,0050715,
methylmalonic aciduria and homocystinuria type cblD,0050716,
methylmalonic aciduria and homocystinuria type cblF,0050717,
vitamin metabolic disorder,0050718,
cerebral folate receptor alpha deficiency,0050719,
ornithine translocase deficiency,0050720,
serine deficiency,0050721,
PHGDH deficiency,0050722,
PSAT deficiency,0050723,
PSPH deficiency,0050724,
tyrosinemia type II,0050725,
tyrosinemia type I,0050726,
tyrosinemia type III,0050727,
glycogen metabolism disorder,0050728,
neutral lipid storage disease,0050729,
coenzyme Q10 deficiency disease,0050730,
vitamin B12 deficiency,0050731,
methylmalonic aciduria and homocystinuria type cblE,0050732,
methylmalonic aciduria and homocystinuria type cblG,0050733,
congenital intrinsic factor deficiency,0050734,
X-linked monogenic disease,0050735,
autosomal dominant disease,0050736,
autosomal recessive disease,0050737,
Y-linked monogenic disease,0050738,
autosomal genetic disease,0050739,
Qazi Markouizos syndrome,0050740,
alcohol dependence,0050741,
nicotine dependence,0050742,
mature T-cell and NK-cell lymphoma,0050743,
anaplastic large cell lymphoma,0050744,
diffuse large B-cell lymphoma,0050745,
mantle cell lymphoma,0050746,
lymphoplasmacytic lymphoma,0050747,
marginal zone B-cell lymphoma,0050748,
peripheral T-cell lymphoma,0050749,
splenic marginal zone lymphoma,0050750,
T-cell large granular lymphocyte leukemia,0050751,
amyotrophic lateral sclerosis type 8,0050752,
cerebellar ataxia,0050753,
ataxia with oculomotor apraxia type 1,0050754,
ataxia with oculomotor apraxia type 2,0050755,
obsolete CLN3 disease,0050756,
deafness-dystonia-optic neuronopathy syndrome,0050757,
metabolic acidosis,0050758,
myotonic dystrophy type 2,0050759,
X-linked myopathy with excessive autophagy,0050760,
paramyloidosis,0050761,
adenylosuccinase lyase deficiency,0050762,
ARC syndrome,0050763,
Armfield syndrome,0050764,
neuroacanthocytosis,0050765,
choreaacanthocytosis,0050766,
midface dysplasia,0050767,
"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1",0050768,
N syndrome,0050769,
polycystic liver disease,0050770,
pheochromocytoma,0050771,
spastic ataxia 1,0050772,
paraganglioma,0050773,
rapadilino syndrome,0050774,
schneckenbecken dysplasia,0050775,
non-syndromic X-linked intellectual disability,0050776,
Joubert syndrome,0050777,
Meckel syndrome,0050778,
hydrolethalus syndrome,0050779,
Opitz-GBBB syndrome,0050780,
Ogden syndrome,0050781,
Zollinger-Ellison syndrome,0050782,
secondary progressive multiple sclerosis,0050783,
primary progressive multiple sclerosis,0050784,
progressive relapsing multiple sclerosis,0050785,
iridogoniodysgenesis syndrome,0050786,
juvenile polyposis syndrome,0050787,
proximal symphalangism,0050788,
tarsal-carpal coalition syndrome,0050789,
fibular hypoplasia and complex brachydactyly,0050790,
persistent Mullerian duct syndrome,0050791,
multiple cutaneous and mucosal venous malformations,0050792,
short QT syndrome,0050793,
multiple synostoses syndrome,0050794,
cone dystrophy,0050795,
achalasia microcephaly syndrome,0050796,
peroxisomal acyl-CoA oxidase deficiency,0050797,
cerebral creatine deficiency syndrome,0050798,
guanidinoacetate methyltransferase deficiency,0050799,
creatine transporter deficiency,0050800,
androgenic alopecia,0050801,
Ehlers-Danlos syndrome progeroid type,0050802,
glioblastoma classical subtype,0050803,
glioblastoma proneural subtype,0050804,
glioblastoma mesenchymal subtype,0050805,
glioblastoma neural subtype,0050806,
Kahrizi syndrome,0050807,
mucopolysaccharidosis IX,0050809,
biotin deficiency,0050810,
congenital adrenal hyperplasia,0050811,
"spondyloepimetaphyseal dysplasia, Pakistani type",0050812,
spondyloepiphyseal dysplasia with congenital joint dislocations,0050813,
temtamy preaxial brachydactyly syndrome,0050814,
obsolete eye adnexa disease,0050815,
urofacial syndrome,0050816,
Stargardt disease,0050817,
transcobalamin II deficiency,0050818,
Matthew-Wood syndrome,0050819,
atrioventricular block,0050820,
first-degree atrioventricular block,0050821,
second-degree atrioventricular block,0050822,
third-degree atrioventricular block,0050823,
sinoatrial node disease,0050824,
endocardium disease,0050825,
tricuspid valve disease,0050826,
rheumatic heart disease,0050827,
artery disease,0050828,
pericardium disease,0050829,
peripheral artery disease,0050830,
familial encephalopathy with neuroserpin inclusion bodies,0050831,
pyrimidine metabolic disorder,0050832,
orotic aciduria,0050833,
CHARGE syndrome,0050834,
generalized dystonia,0050835,
focal dystonia,0050836,
multifocal dystonia,0050837,
segmental dystonia,0050838,
anismus,0050839,
cervical dystonia,0050840,
focal hand dystonia,0050841,
oculogyric crisis,0050842,
oromandibular dystonia,0050843,
spasmodic dystonia,0050844,
cranio-facial dystonia,0050845,
hemidystonia,0050846,
sleep apnea,0050847,
obstructive sleep apnea,0050848,
periampullary adenoma,0050849,
diabetic encephalopathy,0050850,
glomerulosclerosis,0050851,
limb ischemia,0050852,
chronic venous insufficiency,0050853,
Muckle-Wells syndrome,0050854,
renal fibrosis,0050855,
oppositional defiant disorder,0050856,
Perrault syndrome,0050857,
Marshall-Smith syndrome,0050858,
hemorrhagic cystitis,0050859,
colorectal adenoma,0050860,
colorectal adenocarcinoma,0050861,
pyometritis,0050862,
arteritic anterior ischemic optic neuropathy,0050863,
non-arteritic anterior ischemic optic neuropathy,0050864,
tongue squamous cell carcinoma,0050865,
oral squamous cell carcinoma,0050866,
obsolete Jensen syndrome,0050867,
hepatocellular adenoma,0050868,
villous adenoma,0050869,
in situ pulmonary adenocarcinoma,0050870,
fibroma,0050871,
large cell neuroendocrine carcinoma,0050872,
follicular lymphoma,0050873,
obsolete small cell neuroendocrine carcinoma of the lung,0050875,
Caroli disease,0050876,
pancreatic agenesis,0050877,
obsolete CLONE OF congenital afibrinogenemia,0050878,
fragile X-associated tremor/ataxia syndrome,0050879,
Koolen de Vries syndrome,0050880,
inclusion body myopathy with Paget disease of bone and frontotemporal dementia,0050881,
spinocerebellar ataxia type 5,0050882,
infantile cerebellar-retinal degeneration,0050883,
triosephosphate isomerase deficiency,0050884,
IMAGe syndrome,0050885,
Troyer syndrome,0050886,
Townes-Brocks syndrome,0050887,
syndromic intellectual disability,0050888,
non-syndromic intellectual disability,0050889,
synucleinopathy,0050890,
adrenal cortical adenoma,0050891,
adrenal gland pheochromocytoma,0050892,
gallbladder adenoma,0050893,
ameloblastoma,0050894,
bone ameloblastoma,0050895,
bone squamous cell carcinoma,0050896,
bone chondrosarcoma,0050897,
phalanx chondroma,0050898,
brain stem medulloblastoma,0050899,
sacrum chordoma,0050900,
corpus callosum oligodendroglioma,0050901,
medulloblastoma,0050902,
parietal lobe ependymoma,0050903,
salivary gland carcinoma,0050904,
inflammatory myofibroblastic tumor,0050905,
conjunctival nevus,0050906,
mixed extragonadal germ cell cancer,0050907,
myelodysplastic syndrome,0050908,
MALT lymphoma,0050909,
cecum adenoma,0050910,
appendix carcinoid tumor,0050911,
colon adenoma,0050912,
large intestine adenocarcinoma,0050913,
large intestine adenoma,0050914,
rectum adenoma,0050915,
bronchus mucoepidermoid carcinoma,0050916,
lung combined type small cell adenocarcinoma,0050917,
vaginal carcinoma,0050918,
trachea mucoepidermoid carcinoma,0050919,
tonsil squamous cell carcinoma,0050920,
pharynx squamous cell carcinoma,0050921,
gastrointestinal carcinoma,0050922,
spindle epithelial tumor with thymus-like differentiation tumor,0050923,
striated muscle rhabdoid tumor,0050924,
small intestine carcinoid neuroendocrine tumor,0050925,
jejunal adenocarcinoma,0050926,
duodenum adenoma,0050927,
ovarian melanoma,0050928,
mucosal melanoma,0050929,
sublingual gland adenoid cystic carcinoma,0050930,
parotid gland adenoid cystic carcinoma,0050931,
lung mucoepidermoid carcinoma,0050932,
ovarian serous carcinoma,0050933,
ovarian clear cell carcinoma,0050934,
cervical neuroblastoma,0050935,
extra-adrenal pheochromocytoma,0050936,
retroperitoneal neuroblastoma,0050937,
breast lobular carcinoma,0050938,
uterine corpus endometrial carcinoma,0050939,
endocervical adenocarcinoma,0050940,
spastic ataxia 2,0050941,
spastic ataxia 3,0050942,
spastic ataxia 4,0050943,
spastic ataxia 5,0050944,
spastic ataxia 7,0050945,
Charlevoix-Saguenay spastic ataxia,0050946,
hereditary hypophosphatemic rickets with hypercalciuria,0050947,
autosomal dominant hypophosphatemic rickets,0050948,
autosomal recessive hypophosphatemic rickets,0050949,
autosomal recessive cerebellar ataxia,0050950,
hereditary ataxia,0050951,
spastic ataxia,0050952,
X-linked hereditary ataxia,0050953,
spinocerebellar ataxia type 1,0050954,
spinocerebellar ataxia type 2,0050955,
spinocerebellar ataxia type 6,0050956,
spinocerebellar ataxia type 4,0050957,
spinocerebellar ataxia type 7,0050958,
spinocerebellar ataxia type 8,0050959,
spinocerebellar ataxia type 10,0050960,
spinocerebellar ataxia type 11,0050961,
spinocerebellar ataxia type 12,0050962,
spinocerebellar ataxia type 13,0050963,
spinocerebellar ataxia type 14,0050964,
spinocerebellar ataxia type 15,0050965,
obsolete spinocerebellar ataxia type 16,0050966,
spinocerebellar ataxia type 17,0050967,
"autosomal dominant cerebellar ataxia, deafness and narcolepsy",0050968,
spinocerebellar ataxia type 18,0050969,
spinocerebellar ataxia type 19/22,0050970,
spinocerebellar ataxia type 20,0050971,
spinocerebellar ataxia type 21,0050972,
spinocerebellar ataxia type 23,0050973,
spinocerebellar ataxia type 25,0050974,
spinocerebellar ataxia type 26,0050975,
spinocerebellar ataxia type 27,0050976,
spinocerebellar ataxia type 28,0050977,
spinocerebellar ataxia type 29,0050978,
spinocerebellar ataxia type 30,0050979,
spinocerebellar ataxia type 31,0050980,
spinocerebellar ataxia type 34,0050981,
spinocerebellar ataxia type 35,0050982,
spinocerebellar ataxia type 36,0050983,
spinocerebellar ataxia type 37,0050984,
spinocerebellar ataxia type 38,0050985,
spinocerebellar ataxia type 40,0050986,
hypomyelinating leukoencephalopathy,0050987,
GRID2-related spinocerebellar ataxia,0050988,
episodic ataxia type 1,0050989,
episodic ataxia type 2,0050990,
episodic ataxia type 3,0050991,
episodic ataxia type 4,0050992,
episodic ataxia type 5,0050993,
episodic ataxia type 6,0050994,
episodic ataxia type 7,0050995,
episodic ataxia type 8,0050996,
"cerebellar ataxia, mental retardation and dysequlibrium syndrome",0050997,
nonprogressive cerebellar ataxia with mental retardation,0050998,
autosomal recessive spinocerebellar ataxia 10,0050999,
infective endocarditis,0060000,
withdrawal disorder,0060001,
C1 inhibitor deficiency,0060002,
autoimmune disease of central nervous system,0060004,
autoimmune disease of endocrine system,0060005,
obsolete artemis deficiency,0060006,
CD3zeta deficiency,0060007,
janus kinase-3 deficiency,0060008,
MHC class I deficiency,0060009,
Omenn syndrome,0060010,
recombinase activating gene 1 deficiency,0060011,
recombinase activating gene 2 deficiency,0060012,
X-linked severe combined immunodeficiency,0060013,
CD45 deficiency,0060014,
interleukin-7 receptor alpha deficiency,0060015,
CD3delta deficiency,0060016,
CD3epsilon deficiency,0060017,
CD3gamma deficiency,0060018,
coronin-1A deficiency,0060019,
reticular dysgenesis,0060020,
DNA ligase IV deficiency,0060021,
CD40 ligand deficiency,0060022,
immunodeficiency with hyper IgM type 3,0060023,
lambda 5 deficiency,0060024,
immunoglobulin alpha deficiency,0060025,
immunoglobulin beta deficiency,0060026,
agammaglobulinemia 4,0060027,
Good syndrome,0060028,
autoimmune disease of exocrine system,0060029,
"autoimmune disease of eyes, ear, nose and throat",0060030,
autoimmune disease of gastrointestinal tract,0060031,
autoimmune disease of musculoskeletal system,0060032,
autoimmune disease of peripheral nervous system,0060033,
obsolete medical disorder,0060035,
intrinsic cardiomyopathy,0060036,
developmental disorder of mental health,0060037,
specific developmental disorder,0060038,
autoimmune disease of skin and connective tissue,0060039,
pervasive developmental disorder,0060040,
autism spectrum disorder,0060041,
atypical autism,0060042,
sexual disorder,0060043,
paraphilia disorder,0060044,
Munchausen by proxy,0060045,
aphasia,0060046,
writing disorder,0060047,
nosophobia,0060048,
autoimmune disease of urogenital tract,0060049,
autoimmune disease of blood,0060050,
autoimmune disease of cardiovascular system,0060051,
obsolete neurological disorder,0060052,
obsolete peripheral neuropathy,0060053,
autonomic peripheral neuropathy,0060054,
popliteal pterygium syndrome,0060055,
hypersensitivity reaction disease,0060056,
gluten allergy,0060057,
lymphoma,0060058,
non-Hodgkin lymphoma,0060060,
cutaneous T cell lymphoma,0060061,
familial juvenile hyperuricemic nephropathy,0060062,
